No,Tanggal,Hari,Bulan,Kuartal,Tahun,Supervisor_ID,Jenis_Insiden,Near_Miss,First_Aid,Medical_Treatment,LTI,Fatality,Hari_Hilang_Kerja,Property_Damage,Jumlah_Tenaga_Kerja,Jam_Kerja,Tindakan_Korektif,Status_Tindakan,Lokasi_Spesifik,Catatan,Insiden_Tercatat,TRIR,LTIR,Severity_Rate,Hari_dalam_Minggu,day_sin,day_cos,month_sin,month_cos,jam_per_pekerja,is_musim_hujan,is_cuaca_buruk,night_shift_bin,night_cuaca_buruk,Area_Kerja_Hauling Road,Area_Kerja_Office Area,Area_Kerja_Pit-A,Area_Kerja_Pit-B,Area_Kerja_Pit-C,Area_Kerja_ROM,Area_Kerja_Stockpile,Area_Kerja_Unknown,Area_Kerja_Workshop,Jenis_Pekerjaan_Blasting,Jenis_Pekerjaan_Dozing,Jenis_Pekerjaan_Drilling,Jenis_Pekerjaan_Fueling,Jenis_Pekerjaan_Grading,Jenis_Pekerjaan_Hauling,Jenis_Pekerjaan_Loading,Jenis_Pekerjaan_Maintenance,Jenis_Pekerjaan_Pengawasan,Jenis_Pekerjaan_Pumping,Jenis_Pekerjaan_Survei,Penyebab_Utama_Desain/Engineering,Penyebab_Utama_Faktor Eksternal,Penyebab_Utama_Housekeeping Buruk,Penyebab_Utama_Human Error,Penyebab_Utama_Kelelahan Pekerja,Penyebab_Utama_Komunikasi Buruk,Penyebab_Utama_Kondisi Cuaca Buruk,Penyebab_Utama_Peralatan Rusak,Penyebab_Utama_Prosedur Tidak Diikuti,Shift_Shift 2,Kondisi_Cuaca_Berkabut,Kondisi_Cuaca_Cerah,Kondisi_Cuaca_Hujan Lebat,Kondisi_Cuaca_Hujan Ringan
465,2024-11-04,Monday,11.0,Q4,2024,SPV-004,Near Miss,1,0,0,0,0,0,0,45,449.4,Penggantian APD,Selesai,Pit-C-Blok01,,0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,9.986666666666666,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
466,2024-07-26,Friday,7.0,Q3,2024,SPV-012,First Aid,0,1,0,0,0,0,0,22,236.6,Revisi Prosedur,Selesai,Stockp-Blok05,,1,4226.54268808115,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,10.754545454545454,0,0,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
467,2022-06-28,Tuesday,6.0,Q2,2022,SPV-010,First Aid,0,1,0,0,0,0,0,19,188.6,Investigasi Lanjut,Selesai,Pit-C-Blok04,Investigasi selesai,1,5302.226935312831,0.0,0.0,1.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,9.926315789473684,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
468,2024-06-01,Saturday,6.0,Q2,2024,SPV-001,First Aid,0,1,0,0,0,0,0,11,130.6,Penggantian APD,Selesai,Worksh-Blok02,Investigasi selesai,1,7656.967840735069,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,11.872727272727273,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
469,2024-09-17,Tuesday,9.0,Q3,2024,SPV-018,First Aid,0,1,0,0,0,0,0,13,127.5,Briefing Safety,Belum Dimulai,Pit-B-Blok04,Menunggu spare part,1,7843.137254901961,0.0,0.0,1.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,9.807692307692308,0,1,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
470,2022-08-21,Sunday,8.0,Q3,2022,SPV-003,First Aid,0,1,0,0,0,0,0,36,385.9,Perbaikan Desain,Overdue,Pit-B-Blok01,,1,2591.344908007256,0.0,0.0,6.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,10.719444444444443,0,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
471,2024-06-09,Sunday,6.0,Q2,2024,SPV-008,First Aid,0,1,0,0,0,0,0,36,463.0,Briefing Safety,Dalam Proses,Pit-B-Blok01,,1,2159.827213822894,0.0,0.0,6.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,12.86111111111111,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
472,2022-07-11,Monday,7.0,Q3,2022,SPV-008,First Aid,0,1,0,0,0,0,0,20,240.6,Revisi Prosedur,Selesai,Draina-Blok01,,1,4156.275976724854,0.0,0.0,0.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,12.03,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
473,2024-06-12,Wednesday,6.0,Q2,2024,SPV-003,Property Damage,0,0,0,0,0,0,1,38,431.1,Perbaikan Alat,Selesai,Stockp-Blok02,Menunggu spare part,0,0.0,0.0,0.0,2.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,11.344736842105263,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
474,2023-03-24,Friday,3.0,Q1,2023,SPV-019,Near Miss,1,0,0,0,0,0,0,26,328.3,Briefing Safety,Dalam Proses,Stockp-Blok01,,0,0.0,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.626923076923077,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
475,2022-03-08,Tuesday,3.0,Q1,2022,SPV-015,First Aid,0,1,0,0,0,0,0,8,88.0,Perbaikan Desain,Selesai,Pit-A-Blok03,,1,11363.636363636364,0.0,0.0,1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,11.0,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
476,2024-03-30,Saturday,3.0,Q1,2024,SPV-018,Near Miss,1,0,0,0,0,0,0,9,91.8,Perbaikan Alat,Dalam Proses,Pit-C-Blok02,,0,0.0,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,10.2,1,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
477,2023-09-23,Saturday,9.0,Q3,2023,SPV-008,Near Miss,1,0,0,0,0,0,0,21,272.6,Penggantian APD,Overdue,Draina-Blok02,Menunggu spare part,0,0.0,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,12.980952380952383,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
478,2023-04-12,Wednesday,4.0,Q2,2023,SPV-018,Lost Time Injury,0,0,0,1,0,4,0,19,210.6,Revisi Prosedur,Selesai,Pit-A-Blok05,Perlu tindak lanjut,1,4748.338081671415,4748.338081671415,18993.35232668566,2.0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,11.08421052631579,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
479,2024-10-03,Thursday,10.0,Q4,2024,SPV-013,Near Miss,1,0,0,0,0,0,0,33,329.7,Pelatihan Ulang,Belum Dimulai,Worksh-Blok03,,0,0.0,0.0,0.0,3.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,9.99090909090909,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
480,2024-04-27,Saturday,4.0,Q2,2024,SPV-011,Near Miss,1,0,0,0,0,0,0,36,403.2,Investigasi Lanjut,Belum Dimulai,Pit-C-Blok03,,0,0.0,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,11.2,1,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
481,2022-09-02,Friday,9.0,Q3,2022,SPV-008,Medical Treatment,0,0,1,0,0,0,0,39,470.4,Perbaikan Desain,Selesai,Pit-B-Blok04,Perlu tindak lanjut,1,2125.8503401360545,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,12.061538461538461,0,1,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
482,2024-03-28,Thursday,3.0,Q1,2024,SPV-010,Medical Treatment,0,0,1,0,0,0,0,21,271.5,Penggantian APD,Selesai,Worksh-Blok01,,1,3683.2412523020257,0.0,0.0,3.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,12.928571428571429,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
483,2022-08-06,Saturday,8.0,Q3,2022,SPV-002,Near Miss,1,0,0,0,0,0,0,23,295.2,Perbaikan Alat,Selesai,Draina-Blok04,,0,0.0,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,12.834782608695651,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
484,2023-10-18,Wednesday,10.0,Q4,2023,SPV-006,Medical Treatment,0,0,1,0,0,0,0,45,553.4,Briefing Safety,Dalam Proses,Pit-B-Blok04,Perlu tindak lanjut,1,1807.0112034694616,0.0,0.0,2.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,12.297777777777778,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
485,2022-02-16,Wednesday,2.0,Q1,2022,SPV-010,Medical Treatment,0,0,1,0,0,0,0,13,164.1,Investigasi Lanjut,Dalam Proses,Pit-A-Blok02,Menunggu spare part,1,6093.845216331505,0.0,0.0,2.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.623076923076923,1,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
486,2022-05-11,Wednesday,5.0,Q2,2022,SPV-013,Environmental Spill,0,0,0,0,0,0,0,35,435.6,Perbaikan Alat,Selesai,Worksh-Blok01,Investigasi selesai,0,0.0,0.0,0.0,2.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,12.445714285714287,0,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
487,2023-12-05,Tuesday,12.0,Q4,2023,SPV-011,Medical Treatment,0,0,1,0,0,0,0,38,499.5,Briefing Safety,Dalam Proses,Stockp-Blok01,,1,2002.002002002002,0.0,0.0,1.0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,13.144736842105264,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
488,2024-09-30,Monday,9.0,Q3,2024,SPV-016,First Aid,0,1,0,0,0,0,0,33,411.3,Perbaikan Desain,Dalam Proses,Pit-A-Blok04,,1,2431.3153415998054,0.0,0.0,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,12.463636363636365,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
489,2022-09-28,Wednesday,9.0,Q3,2022,SPV-018,First Aid,0,1,0,0,0,0,0,35,412.3,Revisi Prosedur,Belum Dimulai,ROM (R-Blok05,Menunggu spare part,1,2425.418384671356,0.0,0.0,2.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,11.780000000000001,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
490,2022-07-31,Sunday,7.0,Q3,2022,SPV-016,Environmental Spill,0,0,0,0,0,0,0,36,356.5,Investigasi Lanjut,Selesai,Pit-B-Blok03,Menunggu spare part,0,0.0,0.0,0.0,6.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,9.902777777777779,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
491,2023-01-15,Sunday,1.0,Q1,2023,SPV-018,Lost Time Injury,0,0,0,1,0,11,0,14,170.6,Revisi Prosedur,Overdue,Pit-B-Blok01,,1,5861.664712778429,5861.664712778429,64478.311840562725,6.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12.185714285714285,1,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
492,2022-04-19,Tuesday,4.0,Q2,2022,SPV-007,Medical Treatment,0,0,1,0,0,0,0,14,160.9,Perbaikan Desain,Selesai,Pit-B-Blok01,,1,6215.040397762586,0.0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,11.492857142857144,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
493,2023-03-25,Saturday,3.0,Q1,2023,SPV-012,Medical Treatment,0,0,1,0,0,0,0,16,188.6,Revisi Prosedur,Selesai,Stockp-Blok05,,1,5302.226935312831,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,11.7875,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
494,2023-10-23,Monday,10.0,Q4,2023,SPV-009,First Aid,0,1,0,0,0,0,0,40,429.1,Perbaikan Alat,Selesai,Worksh-Blok01,,1,2330.459100442787,0.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,10.727500000000001,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
495,2023-11-24,Friday,11.0,Q4,2023,SPV-006,Medical Treatment,0,0,1,0,0,0,0,40,412.7,Briefing Safety,Selesai,Worksh-Blok03,Sudah dilaporkan ke HSE Manager,1,2423.06760358614,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,10.317499999999999,1,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
496,2022-11-15,Tuesday,11.0,Q4,2022,SPV-018,Medical Treatment,0,0,1,0,0,0,0,12,135.8,Briefing Safety,Dalam Proses,Pit-A-Blok01,Sudah dilaporkan ke HSE Manager,1,7363.770250368188,0.0,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,11.316666666666668,1,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
497,2023-06-26,Monday,6.0,Q2,2023,SPV-016,Medical Treatment,0,0,1,0,0,0,0,12,152.0,Perbaikan Desain,Belum Dimulai,Stockp-Blok03,Investigasi selesai,1,6578.9473684210525,0.0,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,12.666666666666666,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
498,2024-06-12,Wednesday,6.0,Q2,2024,SPV-003,Medical Treatment,0,0,1,0,0,0,0,32,344.7,Pelatihan Ulang,Selesai,Stockp-Blok04,,1,2901.073397156948,0.0,0.0,2.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,10.771875,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
499,2022-03-17,Thursday,3.0,Q1,2022,,Medical Treatment,0,0,1,0,0,0,0,21,241.9,Penggantian APD,Selesai,ROM (R-Blok05,,1,4133.93964448119,0.0,0.0,3.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,11.519047619047619,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
500,2022-05-14,Saturday,5.0,Q2,2022,SPV-003,Lost Time Injury,0,0,0,1,0,14,0,12,152.5,Penggantian APD,Dalam Proses,Office-Blok05,Sudah dilaporkan ke HSE Manager,1,6557.377049180328,6557.377049180328,91803.27868852459,5.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,12.708333333333334,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
501,2024-11-30,Saturday,11.0,Q4,2024,SPV-017,Medical Treatment,0,0,1,0,0,0,0,27,347.0,Perbaikan Alat,Selesai,Draina-Blok05,,1,2881.844380403458,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.851851851851851,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
502,2022-12-09,Friday,12.0,Q4,2022,SPV-018,Near Miss,1,0,0,0,0,0,0,16,178.5,Perbaikan Alat,Selesai,Draina-Blok04,,0,0.0,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,11.15625,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
503,2022-07-09,Saturday,7.0,Q3,2022,SPV-003,Near Miss,1,0,0,0,0,0,0,31,310.1,Briefing Safety,Selesai,ROM (R-Blok03,Menunggu spare part,0,0.0,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,10.003225806451614,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
504,2024-03-25,Monday,3.0,Q1,2024,SPV-001,Lost Time Injury,0,0,0,1,0,11,0,20,224.3,Pelatihan Ulang,Dalam Proses,Pit-C-Blok02,Investigasi selesai,1,4458.314757021845,4458.314757021845,49041.462327240304,0.0,0.0,1.0,1.0,6.123233995736766e-17,11.215,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
505,2023-10-17,Tuesday,10.0,Q4,2023,SPV-008,Near Miss,1,0,0,0,0,0,0,36,412.8,Perbaikan Alat,Selesai,Pit-A-Blok01,,0,0.0,0.0,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,11.466666666666667,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
506,2022-04-18,Monday,4.0,Q2,2022,SPV-014,Near Miss,1,0,0,0,0,0,0,26,341.1,Revisi Prosedur,Selesai,Worksh-Blok05,Perlu tindak lanjut,0,0.0,0.0,0.0,0.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,13.11923076923077,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
507,2022-11-16,Wednesday,11.0,Q4,2022,SPV-020,Near Miss,1,0,0,0,0,0,0,41,478.5,Investigasi Lanjut,Belum Dimulai,Pit-A-Blok02,,0,0.0,0.0,0.0,2.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,11.670731707317072,1,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
508,2022-10-24,Monday,10.0,Q4,2022,SPV-002,First Aid,0,1,0,0,0,0,0,34,405.5,Pelatihan Ulang,Dalam Proses,Pit-B-Blok01,Perlu tindak lanjut,1,2466.091245376079,0.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,11.926470588235293,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
509,2024-02-07,Wednesday,2.0,Q1,2024,SPV-007,Near Miss,1,0,0,0,0,0,0,12,155.6,Pelatihan Ulang,Selesai,Draina-Blok05,Menunggu spare part,0,0.0,0.0,0.0,2.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.966666666666667,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
510,2023-12-30,Saturday,12.0,Q4,2023,SPV-018,Near Miss,1,0,0,0,0,0,0,9,100.8,Pelatihan Ulang,Selesai,Pit-A-Blok01,,0,0.0,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,11.2,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
511,2022-10-29,Saturday,10.0,Q4,2022,SPV-020,Near Miss,1,0,0,0,0,0,0,10,114.5,Penggantian APD,Selesai,Pit-B-Blok02,Perlu tindak lanjut,0,0.0,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,11.45,0,0,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
512,2022-11-05,Saturday,11.0,Q4,2022,SPV-014,First Aid,0,1,0,0,0,0,0,30,387.2,Perbaikan Alat,Selesai,Pit-C-Blok05,Perlu tindak lanjut,1,2582.6446280991736,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,12.906666666666666,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
513,2022-07-18,Monday,7.0,Q3,2022,SPV-003,Near Miss,1,0,0,0,0,0,0,15,151.8,Investigasi Lanjut,Dalam Proses,ROM (R-Blok03,,0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,10.120000000000001,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
514,2022-10-02,Sunday,10.0,Q4,2022,SPV-011,Near Miss,1,0,0,0,0,0,0,25,323.5,Pelatihan Ulang,Dalam Proses,Draina-Blok05,Sudah dilaporkan ke HSE Manager,0,0.0,0.0,0.0,6.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,12.94,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
515,2024-10-11,Friday,10.0,Q4,2024,SPV-015,Medical Treatment,0,0,1,0,0,0,0,28,276.9,Revisi Prosedur,Dalam Proses,Pit-B-Blok04,,1,3611.412062116288,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,9.889285714285714,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
516,2022-12-19,Monday,12.0,Q4,2022,SPV-013,Near Miss,1,0,0,0,0,0,0,29,316.8,Perbaikan Alat,Dalam Proses,Pit-B-Blok03,,0,0.0,0.0,0.0,0.0,0.0,1.0,-2.4492935982947064e-16,1.0,10.924137931034483,1,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
517,2024-04-12,Friday,4.0,Q2,2024,SPV-003,Near Miss,1,0,0,0,0,0,0,41,510.9,Investigasi Lanjut,Selesai,Draina-Blok02,,0,0.0,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,12.460975609756098,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
518,2024-06-14,Friday,6.0,Q2,2024,SPV-002,Property Damage,0,0,0,0,0,0,1,45,449.4,Revisi Prosedur,Selesai,Pit-C-Blok01,,0,0.0,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,9.986666666666666,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
519,2023-07-14,Friday,7.0,Q3,2023,SPV-020,Near Miss,1,0,0,0,0,0,0,14,177.4,Penggantian APD,Selesai,Worksh-Blok02,Perlu tindak lanjut,0,0.0,0.0,0.0,4.0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,12.671428571428573,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
520,2024-05-18,Saturday,5.0,Q2,2024,SPV-018,Near Miss,1,0,0,0,0,0,0,22,253.9,Perbaikan Desain,Overdue,Stockp-Blok03,Sudah dilaporkan ke HSE Manager,0,0.0,0.0,0.0,5.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,11.540909090909091,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
521,2024-10-25,Friday,10.0,Q4,2024,SPV-008,Lost Time Injury,0,0,0,1,0,12,0,16,209.0,Briefing Safety,Dalam Proses,Stockp-Blok02,Sudah dilaporkan ke HSE Manager,1,4784.688995215311,4784.688995215311,57416.267942583734,4.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,13.0625,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
